Strain,Accession ID,Collection date,lineage,scorpio_call,Location
hCoV-19/USA/AK-PHL17773/2022,EPI_ISL_10304203,2/2/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL17774/2022,EPI_ISL_10304204,1/31/2022,BA.1.1,Probable Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL17775/2022,EPI_ISL_10304205,2/2/2022,BA.1.20,Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL17776/2022,EPI_ISL_10304206,2/1/2022,BA.1.1,Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL17777/2022,EPI_ISL_10304207,2/1/2022,BA.1.1,Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL17778/2022,EPI_ISL_10304208,2/3/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17779/2022,EPI_ISL_10304209,2/2/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17781/2022,EPI_ISL_10304210,2/2/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17782/2022,EPI_ISL_10304211,2/2/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17784/2022,EPI_ISL_10304212,2/2/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17785/2022,EPI_ISL_10304213,2/1/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17787/2022,EPI_ISL_10304214,2/2/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17788/2022,EPI_ISL_10304215,2/1/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17789/2022,EPI_ISL_10304216,2/1/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17792/2022,EPI_ISL_10304217,2/2/2022,BA.1.15,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17798/2022,EPI_ISL_10304218,2/2/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17799/2022,EPI_ISL_10304219,2/2/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL17800/2022,EPI_ISL_10304220,2/2/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17810/2022,EPI_ISL_10304221,2/3/2022,BA.1.1.18,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17812/2022,EPI_ISL_10304222,2/3/2022,BA.1.1.18,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17813/2022,EPI_ISL_10304223,2/3/2022,BA.1.1.18,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17814/2022,EPI_ISL_10304224,2/3/2022,BA.1.1.18,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17815/2022,EPI_ISL_10304225,2/3/2022,BA.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17816/2022,EPI_ISL_10304226,2/3/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17817/2022,EPI_ISL_10304227,2/3/2022,BA.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17820/2022,EPI_ISL_10304228,2/3/2022,BA.1.15,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17822/2022,EPI_ISL_10304229,2/4/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17823/2022,EPI_ISL_10304230,2/3/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17824/2022,EPI_ISL_10304231,2/5/2022,BA.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17825/2022,EPI_ISL_10304232,2/5/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17826/2022,EPI_ISL_10304233,2/6/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17829/2022,EPI_ISL_10304234,2/7/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17831/2022,EPI_ISL_10304235,2/4/2022,BA.1.15,Omicron (BA.1-like),Southwest
hCoV-19/USA/AK-PHL17832/2022,EPI_ISL_10304236,2/1/2022,BA.1.1,Omicron (BA.1-like),Southwest
hCoV-19/USA/AK-PHL17834/2022,EPI_ISL_10304237,1/20/2022,BA.1,Omicron (BA.1-like),Northern
hCoV-19/USA/AK-PHL17835/2022,EPI_ISL_10304238,1/19/2022,BA.1.1,Probable Omicron (BA.1-like),Northern
hCoV-19/USA/AK-PHL17837/2022,EPI_ISL_10304239,1/21/2022,BA.1.15,Probable Omicron (BA.1-like),Southwest
hCoV-19/USA/AK-PHL17838/2022,EPI_ISL_10304240,1/20/2022,BA.1,Omicron (BA.1-like),Northern
hCoV-19/USA/AK-PHL17840/2022,EPI_ISL_10304241,1/20/2022,BA.1.1,Probable Omicron (BA.1-like),Northern
hCoV-19/USA/AK-PHL17841/2022,EPI_ISL_10304242,1/21/2022,BA.1.1.18,Probable Omicron (BA.1-like),Northern
hCoV-19/USA/AK-PHL17842/2022,EPI_ISL_10304243,1/21/2022,BA.1,Omicron (BA.1-like),Northern
hCoV-19/USA/AK-PHL17843/2022,EPI_ISL_10304244,1/21/2022,BA.1,Omicron (BA.1-like),Northern
hCoV-19/USA/AK-PHL17844/2022,EPI_ISL_10304245,1/19/2022,BA.1.1,Probable Omicron (BA.1-like),Northern
hCoV-19/USA/AK-PHL17847/2022,EPI_ISL_10304246,1/19/2022,BA.1,Omicron (BA.1-like),Southwest
hCoV-19/USA/AK-PHL17848/2022,EPI_ISL_10304247,1/19/2022,BA.1.15,Probable Omicron (BA.1-like),Southwest
hCoV-19/USA/AK-PHL17849/2022,EPI_ISL_10304248,1/19/2022,BA.1.15,Probable Omicron (BA.1-like),Southwest
hCoV-19/USA/AK-PHL17850/2022,EPI_ISL_10304249,1/19/2022,BA.1,Probable Omicron (BA.1-like),Southwest
hCoV-19/USA/AK-PHL17851/2022,EPI_ISL_10304250,1/19/2022,BA.1.15,Omicron (BA.1-like),Southwest
hCoV-19/USA/AK-PHL17854/2022,EPI_ISL_10304251,1/19/2022,BA.1.1,Probable Omicron (BA.1-like),Southwest
hCoV-19/USA/AK-PHL17855/2022,EPI_ISL_10304252,1/25/2022,BA.1.1,Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-CDC-LC0009308/2021,EPI_ISL_1031423,1/23/2021,B.1.2,,Unspecified
hCoV-19/USA/AK-PHL17856/2022,EPI_ISL_10318099,2/4/2022,BA.1.1,Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL17857/2022,EPI_ISL_10318100,1/31/2022,BA.1.1.18,Probable Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL17859/2022,EPI_ISL_10318101,1/12/2022,BA.1.1,Probable Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-PHL17860/2022,EPI_ISL_10318102,1/12/2022,BA.1.15,Probable Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-PHL17861/2022,EPI_ISL_10318104,1/12/2022,BA.1.15,Probable Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-PHL17862/2022,EPI_ISL_10318105,1/12/2022,BA.1.1,Probable Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-PHL17863/2022,EPI_ISL_10318106,1/12/2022,BA.1.20,Probable Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-PHL17865/2022,EPI_ISL_10318107,1/12/2022,BA.1.17.2,Probable Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-PHL17866/2022,EPI_ISL_10318108,1/12/2022,BA.1.15,Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-PHL17867/2022,EPI_ISL_10318109,1/12/2022,BA.1.17.2,Probable Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-PHL17868/2022,EPI_ISL_10318110,1/12/2022,BA.1.17.2,Probable Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-PHL17869/2022,EPI_ISL_10318111,2/1/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17870/2022,EPI_ISL_10318112,2/1/2022,BA.1.1.18,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17872/2022,EPI_ISL_10318113,2/1/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17873/2022,EPI_ISL_10318114,2/1/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17874/2022,EPI_ISL_10318115,2/1/2022,BA.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17875/2022,EPI_ISL_10318116,2/1/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17876/2022,EPI_ISL_10318117,2/1/2022,BA.2.3,Omicron (BA.2-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17878/2022,EPI_ISL_10318118,2/1/2022,BA.1.15,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17879/2022,EPI_ISL_10318119,2/1/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17880/2022,EPI_ISL_10318120,2/8/2022,BA.1.1,Probable Omicron (BA.1-like),Interior
hCoV-19/USA/AK-PHL17881/2022,EPI_ISL_10318121,2/2/2022,BA.1.1,Probable Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-PHL17882/2022,EPI_ISL_10318122,2/4/2022,BA.1.20,Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL17883/2022,EPI_ISL_10318123,2/2/2022,BA.1.1,Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-PHL17884/2022,EPI_ISL_10318124,2/4/2022,BA.1,Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-PHL17885/2022,EPI_ISL_10318125,2/3/2022,BA.1.1,Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-PHL17888/2022,EPI_ISL_10318126,2/2/2022,BA.1.1,Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-PHL17892/2022,EPI_ISL_10318127,2/7/2022,BA.2,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL17896/2022,EPI_ISL_10318128,2/7/2022,BA.1.1,Probable Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL17899/2022,EPI_ISL_10318129,2/7/2022,BA.2,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL17900/2022,EPI_ISL_10318130,2/7/2022,BA.2,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL17902/2022,EPI_ISL_10318131,2/8/2022,BA.1.1.18,Probable Omicron (BA.1-like),Interior
hCoV-19/USA/AK-PHL17903/2022,EPI_ISL_10318132,2/8/2022,BA.1.1.18,Omicron (BA.1-like),Interior
hCoV-19/USA/AK-PHL17906/2022,EPI_ISL_10318133,2/7/2022,BA.1.1,Probable Omicron (BA.1-like),Interior
hCoV-19/USA/AK-PHL17907/2022,EPI_ISL_10318134,2/7/2022,BA.1.1,Omicron (BA.1-like),Interior
hCoV-19/USA/AK-PHL17908/2022,EPI_ISL_10318135,2/7/2022,BA.1.20,Probable Omicron (BA.1-like),Interior
hCoV-19/USA/AK-PHL17909/2022,EPI_ISL_10318136,2/7/2022,BA.1.1,Probable Omicron (BA.1-like),Interior
hCoV-19/USA/AK-PHL17910/2022,EPI_ISL_10318137,2/2/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17911/2022,EPI_ISL_10318138,2/3/2022,BA.1.15,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17912/2022,EPI_ISL_10318139,2/2/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17913/2022,EPI_ISL_10318140,2/2/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17914/2022,EPI_ISL_10318141,1/31/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17915/2022,EPI_ISL_10318142,1/31/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17916/2022,EPI_ISL_10318143,2/3/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17917/2022,EPI_ISL_10318144,2/3/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17918/2022,EPI_ISL_10318145,2/1/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17919/2022,EPI_ISL_10318146,2/5/2022,BA.1.1,Probable Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL17920/2022,EPI_ISL_10318147,2/6/2022,BA.1.1,Probable Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL17923/2022,EPI_ISL_10318148,2/4/2022,BA.1.1,Probable Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL17924/2022,EPI_ISL_10318149,2/6/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL17926/2022,EPI_ISL_10318150,2/4/2022,BA.1.15,Probable Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL17929/2022,EPI_ISL_10318151,2/3/2022,BA.1.1,Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL17930/2022,EPI_ISL_10318152,2/3/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL17932/2022,EPI_ISL_10318153,2/3/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL17933/2022,EPI_ISL_10318154,2/3/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL17934/2022,EPI_ISL_10318155,2/3/2022,BA.1.1,Probable Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL17936/2022,EPI_ISL_10318156,2/3/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL17937/2022,EPI_ISL_10318157,1/31/2022,BA.1.1,Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL17938/2022,EPI_ISL_10318158,1/13/2022,BA.1,Probable Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL17939/2022,EPI_ISL_10318159,1/31/2022,BA.1,Probable Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL17940/2022,EPI_ISL_10318160,1/31/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL17941/2022,EPI_ISL_10318161,2/1/2022,BA.1,Probable Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL17942/2022,EPI_ISL_10318162,2/1/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL17944/2022,EPI_ISL_10318163,2/1/2022,BA.1.1,Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL17947/2022,EPI_ISL_10318164,1/31/2022,BA.1.1,Probable Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL17948/2022,EPI_ISL_10318165,1/24/2022,BA.1.1,Probable Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL17949/2022,EPI_ISL_10318166,1/25/2022,BA.1.20,Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-RD-RA03204/2021,EPI_ISL_1032951,1/29/2021,B.1.426,,Unspecified
hCoV-19/USA/AK-CDC-QDX33680546/2022,EPI_ISL_10330346,2/5/2022,BA.1.1.2,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-PHL17574/2022,EPI_ISL_10330916,1/24/2022,BA.1.1,Probable Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-PHL17575/2022,EPI_ISL_10330917,1/24/2022,BA.1.1,Probable Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-PHL17578/2022,EPI_ISL_10330918,1/29/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL17579/2022,EPI_ISL_10330919,1/28/2022,BA.1.1,Probable Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL17580/2022,EPI_ISL_10330920,1/21/2022,BA.1.1,Probable Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL17581/2022,EPI_ISL_10330921,1/21/2022,BA.1.1,Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL17582/2022,EPI_ISL_10330922,1/29/2022,BA.1.1,Probable Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL17583/2022,EPI_ISL_10330923,1/22/2022,BA.1.20,Probable Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL17584/2022,EPI_ISL_10330924,1/30/2022,BA.2.3,Omicron (BA.2-like),Gulf Coast
hCoV-19/USA/AK-PHL17585/2022,EPI_ISL_10330925,1/25/2022,BA.1.1,Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL17586/2022,EPI_ISL_10330926,1/30/2022,BA.1.1,Probable Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL17587/2022,EPI_ISL_10330927,1/24/2022,BA.1.15,Omicron (BA.1-like),Gulf Coast
hCoV-19/USA/AK-PHL17588/2022,EPI_ISL_10330928,1/31/2022,BA.1.1,Probable Omicron (BA.1-like),Interior
hCoV-19/USA/AK-PHL17589/2022,EPI_ISL_10330929,1/31/2022,BA.1.1,Omicron (BA.1-like),Interior
hCoV-19/USA/AK-PHL17590/2022,EPI_ISL_10330930,1/28/2022,BA.1.1,Probable Omicron (BA.1-like),Interior
hCoV-19/USA/AK-PHL17592/2022,EPI_ISL_10330931,1/26/2022,BA.1.1.18,Probable Omicron (BA.1-like),Southwest
hCoV-19/USA/AK-PHL17593/2022,EPI_ISL_10330932,1/27/2022,BA.1.1,Probable Omicron (BA.1-like),Southwest
hCoV-19/USA/AK-PHL17594/2022,EPI_ISL_10330933,1/27/2022,BA.2.3,Omicron (BA.2-like),Southwest
hCoV-19/USA/AK-PHL17595/2022,EPI_ISL_10330934,1/27/2022,BA.2.3,Omicron (BA.2-like),Southwest
hCoV-19/USA/AK-PHL17597/2022,EPI_ISL_10330935,1/27/2022,BA.1.1,Probable Omicron (BA.1-like),Southwest
hCoV-19/USA/AK-PHL17598/2022,EPI_ISL_10330936,1/26/2022,BA.1,Probable Omicron (BA.1-like),Southwest
hCoV-19/USA/AK-PHL17599/2022,EPI_ISL_10330937,1/26/2022,BA.1.1.18,Omicron (BA.1-like),Southwest
hCoV-19/USA/AK-PHL17601/2022,EPI_ISL_10330938,1/26/2022,BA.1.1,Omicron (BA.1-like),Southwest
hCoV-19/USA/AK-PHL17602/2022,EPI_ISL_10330939,1/27/2022,BA.1.1,Probable Omicron (BA.1-like),Southwest
hCoV-19/USA/AK-PHL17603/2022,EPI_ISL_10330940,1/27/2022,BA.2.3,Omicron (BA.2-like),Southwest
hCoV-19/USA/AK-PHL17607/2022,EPI_ISL_10330941,1/24/2022,BA.2.3,Omicron (BA.2-like),Southeast
hCoV-19/USA/AK-PHL17608/2022,EPI_ISL_10330942,1/24/2022,BA.1,Probable Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-PHL17610/2022,EPI_ISL_10330943,1/24/2022,BA.1.15,Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-PHL17611/2022,EPI_ISL_10330944,1/24/2022,BA.1.1,Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-PHL17615/2022,EPI_ISL_10330945,1/24/2022,BA.1.1,Probable Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-PHL17617/2022,EPI_ISL_10330946,1/31/2022,BA.1.1,Probable Omicron (BA.1-like),Interior
hCoV-19/USA/AK-PHL17618/2022,EPI_ISL_10330947,1/24/2022,BA.1.1,Probable Omicron (BA.1-like),Northern
hCoV-19/USA/AK-PHL17619/2022,EPI_ISL_10330948,1/24/2022,BA.1.1,Omicron (BA.1-like),Northern
hCoV-19/USA/AK-PHL17620/2022,EPI_ISL_10330949,1/24/2022,BA.1.1,Probable Omicron (BA.1-like),Northern
hCoV-19/USA/AK-PHL17621/2022,EPI_ISL_10330950,1/24/2022,BA.1.1,Omicron (BA.1-like),Northern
hCoV-19/USA/AK-PHL17622/2022,EPI_ISL_10330951,1/24/2022,BA.1.1,Probable Omicron (BA.1-like),Northern
hCoV-19/USA/AK-PHL17623/2022,EPI_ISL_10330952,1/24/2022,BA.1.1,Probable Omicron (BA.1-like),Northern
hCoV-19/USA/AK-PHL17624/2022,EPI_ISL_10330953,1/24/2022,BA.1.1,Probable Omicron (BA.1-like),Northern
hCoV-19/USA/AK-PHL17625/2022,EPI_ISL_10330954,1/24/2022,BA.1.1,Probable Omicron (BA.1-like),Northern
hCoV-19/USA/AK-PHL17628/2022,EPI_ISL_10330955,2/3/2022,BA.1.1.18,Probable Omicron (BA.1-like),Interior
hCoV-19/USA/AK-PHL17632/2022,EPI_ISL_10330956,1/30/2022,BA.1,Probable Omicron (BA.1-like),Interior
hCoV-19/USA/AK-PHL17635/2022,EPI_ISL_10330957,1/27/2022,BA.1.1,Probable Omicron (BA.1-like),Interior
hCoV-19/USA/AK-PHL17637/2022,EPI_ISL_10330958,1/27/2022,BA.1.1,Probable Omicron (BA.1-like),Interior
hCoV-19/USA/AK-PHL17646/2022,EPI_ISL_10330959,1/28/2022,BA.1.1,Probable Omicron (BA.1-like),Interior
hCoV-19/USA/AK-PHL17647/2022,EPI_ISL_10330960,2/1/2022,BA.1.1,Probable Omicron (BA.1-like),Interior
hCoV-19/USA/AK-PHL17648/2022,EPI_ISL_10330961,2/1/2022,BA.1.1,Probable Omicron (BA.1-like),Interior
hCoV-19/USA/AK-PHL17649/2022,EPI_ISL_10330962,1/31/2022,BA.1.1,Omicron (BA.1-like),Interior
hCoV-19/USA/AK-PHL17650/2022,EPI_ISL_10330963,1/31/2022,BA.1.1,Probable Omicron (BA.1-like),Interior
hCoV-19/USA/AK-PHL17651/2022,EPI_ISL_10330964,2/1/2022,BA.1,Probable Omicron (BA.1-like),Interior
hCoV-19/USA/AK-PHL17652/2022,EPI_ISL_10330965,2/1/2022,BA.1,Probable Omicron (BA.1-like),Interior
hCoV-19/USA/AK-PHL17653/2022,EPI_ISL_10330966,1/24/2022,BA.1.1,Probable Omicron (BA.1-like),Northern
hCoV-19/USA/AK-PHL17655/2022,EPI_ISL_10330967,1/23/2022,BA.1.1,Probable Omicron (BA.1-like),Northern
hCoV-19/USA/AK-PHL17656/2022,EPI_ISL_10330968,2/2/2022,BA.1,Omicron (BA.1-like),Interior
hCoV-19/USA/AK-PHL17657/2022,EPI_ISL_10330969,1/21/2022,BA.1.15,Probable Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-PHL17659/2022,EPI_ISL_10330970,1/11/2022,BA.1.20,Probable Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-PHL17660/2022,EPI_ISL_10330971,1/11/2022,BA.1.20,Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-PHL17661/2022,EPI_ISL_10330972,1/11/2022,BA.1.1,Probable Omicron (BA.1-like),Southeast
hCoV-19/USA/AK-PHL17662/2022,EPI_ISL_10330973,1/20/2022,BA.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17664/2022,EPI_ISL_10330974,1/20/2022,BA.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17666/2022,EPI_ISL_10330975,1/20/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-PHL17667/2022,EPI_ISL_10330976,1/20/2022,BA.1.1,Probable Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-CDC-ASC210548472/2022,EPI_ISL_10331737,2/3/2022,BA.1.20,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210548471/2022,EPI_ISL_10332114,2/6/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210548462/2022,EPI_ISL_10332233,2/7/2022,BA.2.3,Omicron (BA.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210548496/2022,EPI_ISL_10332301,2/7/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210548500/2022,EPI_ISL_10332302,2/7/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210548524/2022,EPI_ISL_10333095,2/8/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210548503/2022,EPI_ISL_10333122,2/8/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-USAFSAM-S12469/2022,EPI_ISL_10344005,1/24/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-USAFSAM-S12477/2022,EPI_ISL_10344006,1/24/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-USAFSAM-S12476/2022,EPI_ISL_10344026,1/24/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-USAFSAM-S12475/2022,EPI_ISL_10344059,1/24/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-USAFSAM-S12478/2022,EPI_ISL_10344071,1/24/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-USAFSAM-S12474/2022,EPI_ISL_10344082,1/24/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-USAFSAM-S12471/2022,EPI_ISL_10344100,1/24/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-USAFSAM-S12473/2022,EPI_ISL_10344123,1/24/2022,BA.1.1.18,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-USAFSAM-S12470/2022,EPI_ISL_10344177,1/24/2022,BA.1.1,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210696990/2022,EPI_ISL_10370869,2/10/2022,BA.2.3,Omicron (BA.2-like),Unspecified
hCoV-19/USA/AK-CDC-ASC210699765/2022,EPI_ISL_10371245,2/10/2022,BA.1.15,Omicron (BA.1-like),Unspecified
hCoV-19/USA/AK-CDC-LC0012094/2021,EPI_ISL_1037676,1/29/2021,Unassigned,,Unspecified
hCoV-19/USA/AK-ASU44269/2022,EPI_ISL_10380811,2/10/2022,BA.1.1,Omicron (BA.1-like),Anchorage-Mat Su
hCoV-19/USA/AK-CDC-LC0011667/2021,EPI_ISL_1038553,1/29/2021,B.1.400,,Unspecified
